EDC3_gas_a (yr),CO2 (ppmv),source
454023,208.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
455279,202.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
456591,195.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
458049,190.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
459430,194.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
460792,199.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
461687,205.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
462133,210,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
463456,208.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
464866,204.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
466265,203.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
467602,205.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
468323,206.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
468810,215.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
469470,218.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
469941,229.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
470597,232.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
471046,243.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
471763,243.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
472095,245.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
473102,241.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
474162,233.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
475218,232.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
476240,236.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
477162,239.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
477719,236.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
478124,231.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
478721,220.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
479144,218.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
480108,223.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
481035,223.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
481932,227.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
482803,231.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
483649,231.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
484465,231.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
485276,233,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
486043,232.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
486816,231.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
487541,237.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
488268,242,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
488689,240.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
488996,252.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
489475,249.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
489722,242.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
490445,243.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
491191,246.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
491959,243.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
492738,239.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
493507,239.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
494311,238.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
495085,238.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
495853,237.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
496608,236.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
497366,236.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
498104,232.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
498865,230.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
499610,230.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
500363,228.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
501130,230.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
501866,231.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
502625,232,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
503375,232.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
504083,234.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
504777,233.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
505516,235.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
506287,236,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
507011,238.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
507714,237,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
508476,240.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
509247,233.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
510008,236.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
510765,235.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
511515,242,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
512269,238.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
512997,239.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
513724,241.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
514429,243,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
515113,247.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
515771,246.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
516417,245.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
517069,245.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
517706,247.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
518334,245.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
518965,243.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
520892,241.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
521552,236.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
522216,235.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
522923,233.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
523666,230.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
524409,227.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
525164,224.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
525908,222.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
526661,221.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
527454,220.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
528262,220.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
528747,214.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
529101,211.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
529640,204.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
530016,200,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
530685,195.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
531035,193.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
531662,190.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
532119,199.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
533246,199.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
534364,205,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
535483,206.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
536622,212.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
537770,211.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
538959,205,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
540154,203.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
541345,208.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
542502,210.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
543676,209.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
544804,209.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
545956,204.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
547013,202.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
547573,208.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
547972,213.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
548933,215.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
549830,219.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
550637,221.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
551124,222.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
551452,226.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
551979,222.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
552250,220.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
552961,223.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
553626,224.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
554254,226.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
554831,233.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
555345,241,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
555637,243,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
555839,249.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
556143,244,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
556364,250.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
556724,245.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
556889,240.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
557385,238.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
557887,234.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
558183,229.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
558393,230.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
558929,230.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
559461,228.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
559972,231.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
560459,231.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
560930,234.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
561309,234.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
561846,240.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
562272,242.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
562690,245.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
563115,245.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
563517,247.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
563918,251.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
564311,252.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
564699,252.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
565077,251.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
565466,253.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
565851,254.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
566233,253.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
566619,254.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
567007,253.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
567381,253.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
567777,252.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
568167,253,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
568556,250.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
568946,251.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
569331,250,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
569728,251.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
570139,251.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
570548,251.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
570955,249.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
571367,251.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
571775,250.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
572190,246.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
572619,247.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
573037,249.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
573462,248.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
573902,251.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
574353,251.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
574803,252.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
575265,248.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
575730,252.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
576222,252.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
576723,251.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
577242,251.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
577769,251.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
578305,249.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
578857,252.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
579435,251.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
579821,244.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
580019,243.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
580400,236.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
580695,230.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
581160,225.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
581507,219.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
582000,215.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
582391,209.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
583034,206.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
583413,210.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
586406,224,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
586893,226,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
587647,234.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
588034,238.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
588716,246.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
589224,250.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
589868,248.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
590335,243.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
590893,237.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
592279,225.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
592697,229.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
593415,233.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
593870,238.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
594639,238,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
595189,232.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
595950,221.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
596515,216.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
597443,216.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
597966,219,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
598833,226,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
599434,229.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
600882,232.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
602278,237.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
603673,239.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
605076,244.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
606374,248.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
607708,254.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
608929,259.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
610136,257.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
611319,259.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
612514,258,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
613709,256,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
614923,252.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
616227,252.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
617544,252.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
618955,247.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
620338,245.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
621760,243,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
623214,238.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
624690,237.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
625570,234.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
626215,227.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
627211,214.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
627999,205,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
629446,198.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
630295,199.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
632001,199.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
632856,195.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
634592,192.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
635489,193.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
636957,193,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
638127,194.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
639848,187.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
640760,189.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
642405,190.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
643204,190.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
644662,194.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
645470,194.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
646723,188.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
647588,190.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
648946,192.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
649598,194.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
650891,187.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
651556,192,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
652802,185.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
653448,185.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
654473,191.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
655202,193.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
656286,198.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
656882,198.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
657923,191.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
658474,189.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
659524,182.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
660084,183.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
660981,186.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
661650,189.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
662669,187.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
663206,189,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
664192,189.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
664690,185.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
665645,178.2,Dome C (Luethi et al. (sub)) measured at University of Bern
666174,178.5,Dome C (Luethi et al. (sub)) measured at University of Bern
666995,172.7,Dome C (Luethi et al. (sub)) measured at University of Bern
667569,171.6,Dome C (Luethi et al. (sub)) measured at University of Bern
668447,175.6,Dome C (Luethi et al. (sub)) measured at University of Bern
668934,178.5,Dome C (Luethi et al. (sub)) measured at University of Bern
669751,185.5,Dome C (Luethi et al. (sub)) measured at University of Bern
670176,189.3,Dome C (Luethi et al. (sub)) measured at University of Bern
670916,192.6,Dome C (Luethi et al. (sub)) measured at University of Bern
671286,194.6,Dome C (Luethi et al. (sub)) measured at University of Bern
671926,192.5,Dome C (Luethi et al. (sub)) measured at University of Bern
672386,194.8,Dome C (Luethi et al. (sub)) measured at University of Bern
673095,198.7,Dome C (Luethi et al. (sub)) measured at University of Bern
673475,202.3,Dome C (Luethi et al. (sub)) measured at University of Bern
674173,209.2,Dome C (Luethi et al. (sub)) measured at University of Bern
674521,213.7,Dome C (Luethi et al. (sub)) measured at University of Bern
675589,220,Dome C (Luethi et al. (sub)) measured at University of Bern
676170,217.4,Dome C (Luethi et al. (sub)) measured at University of Bern
676524,214,Dome C (Luethi et al. (sub)) measured at University of Bern
677068,215.6,Dome C (Luethi et al. (sub)) measured at University of Bern
677380,217.4,Dome C (Luethi et al. (sub)) measured at University of Bern
677984,226.5,Dome C (Luethi et al. (sub)) measured at University of Bern
678291,230,Dome C (Luethi et al. (sub)) measured at University of Bern
678914,230.8,Dome C (Luethi et al. (sub)) measured at University of Bern
679252,230.3,Dome C (Luethi et al. (sub)) measured at University of Bern
679732,223,Dome C (Luethi et al. (sub)) measured at University of Bern
680081,225,Dome C (Luethi et al. (sub)) measured at University of Bern
680608,218.4,Dome C (Luethi et al. (sub)) measured at University of Bern
680920,216.2,Dome C (Luethi et al. (sub)) measured at University of Bern
681531,217.3,Dome C (Luethi et al. (sub)) measured at University of Bern
681849,219.7,Dome C (Luethi et al. (sub)) measured at University of Bern
682446,222.6,Dome C (Luethi et al. (sub)) measured at University of Bern
682762,221.3,Dome C (Luethi et al. (sub)) measured at University of Bern
683262,218.7,Dome C (Luethi et al. (sub)) measured at University of Bern
683612,217.5,Dome C (Luethi et al. (sub)) measured at University of Bern
684142,217.5,Dome C (Luethi et al. (sub)) measured at University of Bern
684419,219.4,Dome C (Luethi et al. (sub)) measured at University of Bern
684949,219.5,Dome C (Luethi et al. (sub)) measured at University of Bern
685217,219.7,Dome C (Luethi et al. (sub)) measured at University of Bern
685716,223.5,Dome C (Luethi et al. (sub)) measured at University of Bern
685980,224.4,Dome C (Luethi et al. (sub)) measured at University of Bern
686425,224.3,Dome C (Luethi et al. (sub)) measured at University of Bern
686726,227.3,Dome C (Luethi et al. (sub)) measured at University of Bern
687227,228.7,Dome C (Luethi et al. (sub)) measured at University of Bern
687470,228.8,Dome C (Luethi et al. (sub)) measured at University of Bern
687949,232.3,Dome C (Luethi et al. (sub)) measured at University of Bern
688195,233,Dome C (Luethi et al. (sub)) measured at University of Bern
688652,235.8,Dome C (Luethi et al. (sub)) measured at University of Bern
688881,234.9,Dome C (Luethi et al. (sub)) measured at University of Bern
689304,235.8,Dome C (Luethi et al. (sub)) measured at University of Bern
689603,239.9,Dome C (Luethi et al. (sub)) measured at University of Bern
690057,235.6,Dome C (Luethi et al. (sub)) measured at University of Bern
690294,234.8,Dome C (Luethi et al. (sub)) measured at University of Bern
690771,240,Dome C (Luethi et al. (sub)) measured at University of Bern
690999,234,Dome C (Luethi et al. (sub)) measured at University of Bern
691432,235.6,Dome C (Luethi et al. (sub)) measured at University of Bern
691672,236.6,Dome C (Luethi et al. (sub)) measured at University of Bern
692057,235.5,Dome C (Luethi et al. (sub)) measured at University of Bern
692338,235.9,Dome C (Luethi et al. (sub)) measured at University of Bern
692765,232.9,Dome C (Luethi et al. (sub)) measured at University of Bern
692990,234.8,Dome C (Luethi et al. (sub)) measured at University of Bern
693433,234.1,Dome C (Luethi et al. (sub)) measured at University of Bern
693639,234.1,Dome C (Luethi et al. (sub)) measured at University of Bern
694068,235.4,Dome C (Luethi et al. (sub)) measured at University of Bern
694300,234.4,Dome C (Luethi et al. (sub)) measured at University of Bern
694672,235.8,Dome C (Luethi et al. (sub)) measured at University of Bern
694941,236.9,Dome C (Luethi et al. (sub)) measured at University of Bern
695383,236.7,Dome C (Luethi et al. (sub)) measured at University of Bern
695618,237.6,Dome C (Luethi et al. (sub)) measured at University of Bern
696062,234.6,Dome C (Luethi et al. (sub)) measured at University of Bern
696287,234.8,Dome C (Luethi et al. (sub)) measured at University of Bern
696717,235.4,Dome C (Luethi et al. (sub)) measured at University of Bern
696963,232.9,Dome C (Luethi et al. (sub)) measured at University of Bern
697331,232.4,Dome C (Luethi et al. (sub)) measured at University of Bern
697660,232.2,Dome C (Luethi et al. (sub)) measured at University of Bern
698120,231,Dome C (Luethi et al. (sub)) measured at University of Bern
698386,228,Dome C (Luethi et al. (sub)) measured at University of Bern
698880,226.4,Dome C (Luethi et al. (sub)) measured at University of Bern
699102,227.7,Dome C (Luethi et al. (sub)) measured at University of Bern
699633,227.6,Dome C (Luethi et al. (sub)) measured at University of Bern
699909,226,Dome C (Luethi et al. (sub)) measured at University of Bern
700389,228.7,Dome C (Luethi et al. (sub)) measured at University of Bern
700744,227.6,Dome C (Luethi et al. (sub)) measured at University of Bern
701242,228.2,Dome C (Luethi et al. (sub)) measured at University of Bern
701606,228.8,Dome C (Luethi et al. (sub)) measured at University of Bern
702158,229.3,Dome C (Luethi et al. (sub)) measured at University of Bern
702381,230.3,Dome C (Luethi et al. (sub)) measured at University of Bern
702988,232.4,Dome C (Luethi et al. (sub)) measured at University of Bern
703384,232.8,Dome C (Luethi et al. (sub)) measured at University of Bern
703934,231.2,Dome C (Luethi et al. (sub)) measured at University of Bern
704211,231.2,Dome C (Luethi et al. (sub)) measured at University of Bern
704973,233.9,Dome C (Luethi et al. (sub)) measured at University of Bern
705410,228.5,Dome C (Luethi et al. (sub)) measured at University of Bern
706141,228.6,Dome C (Luethi et al. (sub)) measured at University of Bern
706409,228.1,Dome C (Luethi et al. (sub)) measured at University of Bern
709680,219.7,Dome C (Luethi et al. (sub)) measured at University of Bern
710237,220.2,Dome C (Luethi et al. (sub)) measured at University of Bern
711104,218.9,Dome C (Luethi et al. (sub)) measured at University of Bern
711421,218.7,Dome C (Luethi et al. (sub)) measured at University of Bern
712833,218.5,Dome C (Luethi et al. (sub)) measured at University of Bern
713843,222.3,Dome C (Luethi et al. (sub)) measured at University of Bern
714288,221.7,Dome C (Luethi et al. (sub)) measured at University of Bern
715180,217.7,Dome C (Luethi et al. (sub)) measured at University of Bern
715750,222.1,Dome C (Luethi et al. (sub)) measured at University of Bern
716704,208.1,Dome C (Luethi et al. (sub)) measured at University of Bern
717065,205,Dome C (Luethi et al. (sub)) measured at University of Bern
718064,192.9,Dome C (Luethi et al. (sub)) measured at University of Bern
718779,184.3,Dome C (Luethi et al. (sub)) measured at University of Bern
719794,187.8,Dome C (Luethi et al. (sub)) measured at University of Bern
720337,195.2,Dome C (Luethi et al. (sub)) measured at University of Bern
721318,206.3,Dome C (Luethi et al. (sub)) measured at University of Bern
722039,211.3,Dome C (Luethi et al. (sub)) measured at University of Bern
723133,213.4,Dome C (Luethi et al. (sub)) measured at University of Bern
723464,213.2,Dome C (Luethi et al. (sub)) measured at University of Bern
724445,210.3,Dome C (Luethi et al. (sub)) measured at University of Bern
725059,206.3,Dome C (Luethi et al. (sub)) measured at University of Bern
725937,206.6,Dome C (Luethi et al. (sub)) measured at University of Bern
726322,208.1,Dome C (Luethi et al. (sub)) measured at University of Bern
727192,204.5,Dome C (Luethi et al. (sub)) measured at University of Bern
727732,205.5,Dome C (Luethi et al. (sub)) measured at University of Bern
728568,205.1,Dome C (Luethi et al. (sub)) measured at University of Bern
728921,205.4,Dome C (Luethi et al. (sub)) measured at University of Bern
