,modern_co2_Date,modern_co2_Decimal_Date,modern_co2_Average,modern_co2_Interpolated,modern_co2_Trend,modern_co2_Number_of_Days,historical_EDC3_gas_year,historical_co2_ppmv,historical_study_source
0,1958-03-01,1958.208,315.71,315.71,314.62,-1,137,280.4,Dome C (Monnin et al. 2001) measured at University of Bern
1,1958-04-01,1958.292,317.45,317.45,315.29,-1,268,274.9,Dome C (Monnin et al. 2001) measured at University of Bern
2,1958-05-01,1958.375,317.5,317.5,314.71,-1,279,277.9,Dome C (Monnin et al. 2001) measured at University of Bern
3,1958-06-01,1958.458,-99.99,317.1,314.85,-1,395,279.1,Dome C (Monnin et al. 2001) measured at University of Bern
4,1958-07-01,1958.542,315.86,315.86,314.98,-1,404,281.9,Dome C (Monnin et al. 2001) measured at University of Bern
5,1958-08-01,1958.625,314.93,314.93,315.94,-1,485,277.7,Dome C (Monnin et al. 2001) measured at University of Bern
6,1958-09-01,1958.708,313.2,313.2,315.91,-1,559,281.1,Dome C (Monnin et al. 2001) measured at University of Bern
7,1958-10-01,1958.792,-99.99,312.66,315.61,-1,672,282.2,Dome C (Monnin et al. 2001) measured at University of Bern
8,1958-11-01,1958.875,313.33,313.33,315.31,-1,754,280.1,Dome C (Monnin et al. 2001) measured at University of Bern
9,1958-12-01,1958.958,314.67,314.67,315.61,-1,877,278.4,Dome C (Monnin et al. 2001) measured at University of Bern
10,1959-01-01,1959.042,315.62,315.62,315.7,-1,950,276.6,Dome C (Monnin et al. 2001) measured at University of Bern
11,1959-02-01,1959.125,316.38,316.38,315.88,-1,1060,279.1,Dome C (Monnin et al. 2001) measured at University of Bern
12,1959-03-01,1959.208,316.71,316.71,315.62,-1,1153,277.7,Dome C (Monnin et al. 2001) measured at University of Bern
13,1959-04-01,1959.292,317.72,317.72,315.56,-1,1233,278.7,Dome C (Monnin et al. 2001) measured at University of Bern
14,1959-05-01,1959.375,318.29,318.29,315.5,-1,1350,277.4,Dome C (Monnin et al. 2001) measured at University of Bern
15,1959-06-01,1959.458,318.15,318.15,315.92,-1,1453,279.2,Dome C (Monnin et al. 2001) measured at University of Bern
16,1959-07-01,1959.542,316.54,316.54,315.66,-1,1552,280.0,Dome C (Monnin et al. 2001) measured at University of Bern
17,1959-08-01,1959.625,314.8,314.8,315.81,-1,1638,278.9,Dome C (Monnin et al. 2001) measured at University of Bern
18,1959-09-01,1959.708,313.84,313.84,316.55,-1,1733,278.7,Dome C (Monnin et al. 2001) measured at University of Bern
19,1959-10-01,1959.792,313.26,313.26,316.19,-1,1812,278.0,Dome C (Monnin et al. 2001) measured at University of Bern
20,1959-11-01,1959.875,314.8,314.8,316.78,-1,1931,276.9,Dome C (Monnin et al. 2001) measured at University of Bern
21,1959-12-01,1959.958,315.58,315.58,316.52,-1,2057,276.7,Dome C (Monnin et al. 2001) measured at University of Bern
22,1960-01-01,1960.042,316.43,316.43,316.51,-1,2128,276.7,Dome C (Monnin et al. 2001) measured at University of Bern
23,1960-02-01,1960.125,316.97,316.97,316.47,-1,2212,277.6,Dome C (Monnin et al. 2001) measured at University of Bern
24,1960-03-01,1960.208,317.58,317.58,316.49,-1,2334,277.9,Dome C (Monnin et al. 2001) measured at University of Bern
25,1960-04-01,1960.292,319.02,319.02,316.86,-1,2433,273.9,Dome C (Monnin et al. 2001) measured at University of Bern
26,1960-05-01,1960.375,320.03,320.03,317.24,-1,2536,278.9,Dome C (Monnin et al. 2001) measured at University of Bern
27,1960-06-01,1960.458,319.59,319.59,317.36,-1,2604,275.3,Dome C (Monnin et al. 2001) measured at University of Bern
28,1960-07-01,1960.542,318.18,318.18,317.3,-1,2728,274.7,Dome C (Monnin et al. 2001) measured at University of Bern
29,1960-08-01,1960.625,315.91,315.91,316.92,-1,2806,276.3,Dome C (Monnin et al. 2001) measured at University of Bern
30,1960-09-01,1960.708,314.16,314.16,316.87,-1,2902,274.6,Dome C (Monnin et al. 2001) measured at University of Bern
31,1960-10-01,1960.792,313.83,313.83,316.76,-1,3053,276.3,Dome C (Monnin et al. 2001) measured at University of Bern
32,1960-11-01,1960.875,315.0,315.0,316.98,-1,3116,273.1,Dome C (Monnin et al. 2001) measured at University of Bern
33,1960-12-01,1960.958,316.19,316.19,317.13,-1,3215,274.0,Dome C (Monnin et al. 2001) measured at University of Bern
34,1961-01-01,1961.042,316.93,316.93,317.03,-1,3336,275.0,Dome C (Monnin et al. 2001) measured at University of Bern
35,1961-02-01,1961.125,317.7,317.7,317.28,-1,3453,273.4,Dome C (Monnin et al. 2001) measured at University of Bern
36,1961-03-01,1961.208,318.54,318.54,317.47,-1,3523,273.0,Dome C (Monnin et al. 2001) measured at University of Bern
37,1961-04-01,1961.292,319.48,319.48,317.27,-1,3622,271.5,Dome C (Monnin et al. 2001) measured at University of Bern
38,1961-05-01,1961.375,320.58,320.58,317.7,-1,3721,275.4,Dome C (Monnin et al. 2001) measured at University of Bern
39,1961-06-01,1961.458,319.77,319.77,317.48,-1,3790,274.9,Dome C (Monnin et al. 2001) measured at University of Bern
40,1961-07-01,1961.542,318.57,318.57,317.7,-1,3910,271.7,Dome C (Monnin et al. 2001) measured at University of Bern
41,1961-08-01,1961.625,316.79,316.79,317.8,-1,4004,271.6,Dome C (Monnin et al. 2001) measured at University of Bern
42,1961-09-01,1961.708,314.8,314.8,317.49,-1,4096,272.8,Dome C (Monnin et al. 2001) measured at University of Bern
43,1961-10-01,1961.792,315.38,315.38,318.35,-1,4161,271.5,Dome C (Monnin et al. 2001) measured at University of Bern
44,1961-11-01,1961.875,316.1,316.1,318.13,-1,4324,271.1,Dome C (Monnin et al. 2001) measured at University of Bern
45,1961-12-01,1961.958,317.01,317.01,317.94,-1,4374,269.1,Dome C (Monnin et al. 2001) measured at University of Bern
46,1962-01-01,1962.042,317.94,317.94,318.06,-1,4480,269.8,Dome C (Monnin et al. 2001) measured at University of Bern
47,1962-02-01,1962.125,318.56,318.56,318.11,-1,4573,271.5,Dome C (Monnin et al. 2001) measured at University of Bern
48,1962-03-01,1962.208,319.68,319.68,318.57,-1,4703,270.7,Dome C (Monnin et al. 2001) measured at University of Bern
49,1962-04-01,1962.292,320.63,320.63,318.45,-1,4766,269.3,Dome C (Monnin et al. 2001) measured at University of Bern
50,1962-05-01,1962.375,321.01,321.01,318.2,-1,4874,268.6,Dome C (Monnin et al. 2001) measured at University of Bern
51,1962-06-01,1962.458,320.55,320.55,318.27,-1,5004,269.8,Dome C (Monnin et al. 2001) measured at University of Bern
52,1962-07-01,1962.542,319.58,319.58,318.67,-1,5094,267.6,Dome C (Monnin et al. 2001) measured at University of Bern
53,1962-08-01,1962.625,317.4,317.4,318.48,-1,5160,265.3,Dome C (Monnin et al. 2001) measured at University of Bern
54,1962-09-01,1962.708,316.26,316.26,319.03,-1,5274,265.2,Dome C (Monnin et al. 2001) measured at University of Bern
55,1962-10-01,1962.792,315.42,315.42,318.33,-1,5370,267.6,Dome C (Monnin et al. 2001) measured at University of Bern
56,1962-11-01,1962.875,316.69,316.69,318.62,-1,5476,265.9,Dome C (Monnin et al. 2001) measured at University of Bern
57,1962-12-01,1962.958,317.69,317.69,318.61,-1,5562,265.5,Dome C (Monnin et al. 2001) measured at University of Bern
58,1963-01-01,1963.042,318.74,318.74,318.91,-1,5657,260.7,Dome C (Monnin et al. 2001) measured at University of Bern
59,1963-02-01,1963.125,319.08,319.08,318.68,-1,5716,266.7,Dome C (Monnin et al. 2001) measured at University of Bern
60,1963-03-01,1963.208,319.86,319.86,318.69,-1,5855,265.5,Dome C (Monnin et al. 2001) measured at University of Bern
61,1963-04-01,1963.292,321.39,321.39,319.09,-1,5998,263.2,Dome C (Monnin et al. 2001) measured at University of Bern
62,1963-05-01,1963.375,322.25,322.25,319.39,-1,6039,262.7,Dome C (Monnin et al. 2001) measured at University of Bern
63,1963-06-01,1963.458,321.47,321.47,319.16,-1,6131,261.2,Dome C (Monnin et al. 2001) measured at University of Bern
64,1963-07-01,1963.542,319.74,319.74,318.77,-1,6263,261.1,Dome C (Monnin et al. 2001) measured at University of Bern
65,1963-08-01,1963.625,317.77,317.77,318.83,-1,6354,259.4,Dome C (Monnin et al. 2001) measured at University of Bern
66,1963-09-01,1963.708,316.21,316.21,319.06,-1,6434,262.1,Dome C (Monnin et al. 2001) measured at University of Bern
67,1963-10-01,1963.792,315.99,315.99,319.0,-1,6545,262.9,Dome C (Monnin et al. 2001) measured at University of Bern
68,1963-11-01,1963.875,317.12,317.12,319.1,-1,6617,258.1,Dome C (Monnin et al. 2001) measured at University of Bern
69,1963-12-01,1963.958,318.31,318.31,319.25,-1,6713,257.6,Dome C (Monnin et al. 2001) measured at University of Bern
70,1964-01-01,1964.042,319.57,319.57,319.67,-1,6838,262.3,Dome C (Monnin et al. 2001) measured at University of Bern
71,1964-02-01,1964.125,-99.99,320.07,319.61,-1,6941,263.0,Dome C (Monnin et al. 2001) measured at University of Bern
72,1964-03-01,1964.208,-99.99,320.73,319.55,-1,7028,260.7,Dome C (Monnin et al. 2001) measured at University of Bern
73,1964-04-01,1964.292,-99.99,321.77,319.48,-1,7112,258.4,Dome C (Monnin et al. 2001) measured at University of Bern
74,1964-05-01,1964.375,322.25,322.25,319.42,-1,7234,260.1,Dome C (Monnin et al. 2001) measured at University of Bern
75,1964-06-01,1964.458,321.89,321.89,319.69,-1,7320,260.4,Dome C (Monnin et al. 2001) measured at University of Bern
76,1964-07-01,1964.542,320.44,320.44,319.58,-1,7413,259.7,Dome C (Monnin et al. 2001) measured at University of Bern
77,1964-08-01,1964.625,318.7,318.7,319.81,-1,7507,259.2,Dome C (Monnin et al. 2001) measured at University of Bern
78,1964-09-01,1964.708,316.7,316.7,319.56,-1,7590,260.8,Dome C (Monnin et al. 2001) measured at University of Bern
79,1964-10-01,1964.792,316.79,316.79,319.78,-1,7691,259.6,Dome C (Monnin et al. 2001) measured at University of Bern
80,1964-11-01,1964.875,317.79,317.79,319.72,-1,7781,259.3,Dome C (Monnin et al. 2001) measured at University of Bern
81,1964-12-01,1964.958,318.71,318.71,319.59,-1,7876,258.3,Dome C (Monnin et al. 2001) measured at University of Bern
82,1965-01-01,1965.042,319.44,319.44,319.48,-1,7990,261.3,Dome C (Monnin et al. 2001) measured at University of Bern
83,1965-02-01,1965.125,320.44,320.44,319.97,-1,8050,260.7,Dome C (Monnin et al. 2001) measured at University of Bern
84,1965-03-01,1965.208,320.89,320.89,319.65,-1,8181,261.8,Dome C (Monnin et al. 2001) measured at University of Bern
85,1965-04-01,1965.292,322.13,322.13,319.8,-1,8281,259.0,Dome C (Monnin et al. 2001) measured at University of Bern
86,1965-05-01,1965.375,322.16,322.16,319.36,-1,8387,260.9,Dome C (Monnin et al. 2001) measured at University of Bern
87,1965-06-01,1965.458,321.87,321.87,319.65,-1,8477,260.4,Dome C (Monnin et al. 2001) measured at University of Bern
88,1965-07-01,1965.542,321.39,321.39,320.51,-1,8579,259.3,Dome C (Monnin et al. 2001) measured at University of Bern
89,1965-08-01,1965.625,318.81,318.81,319.93,-1,8653,262.0,Dome C (Monnin et al. 2001) measured at University of Bern
90,1965-09-01,1965.708,317.81,317.81,320.68,-1,8784,263.7,Dome C (Monnin et al. 2001) measured at University of Bern
91,1965-10-01,1965.792,317.3,317.3,320.36,-1,8869,263.8,Dome C (Monnin et al. 2001) measured at University of Bern
92,1965-11-01,1965.875,318.87,318.87,320.87,-1,8973,265.2,Dome C (Monnin et al. 2001) measured at University of Bern
93,1965-12-01,1965.958,319.42,319.42,320.26,-1,9092,260.6,Dome C (Monnin et al. 2001) measured at University of Bern
94,1966-01-01,1966.042,320.62,320.62,320.63,-1,9140,260.9,Dome C (Monnin et al. 2001) measured at University of Bern
95,1966-02-01,1966.125,321.59,321.59,321.1,-1,9232,263.0,Dome C (Monnin et al. 2001) measured at University of Bern
96,1966-03-01,1966.208,322.39,322.39,321.16,-1,9317,263.8,Dome C (Monnin et al. 2001) measured at University of Bern
97,1966-04-01,1966.292,323.87,323.87,321.51,-1,9536,264.4,Dome C (Monnin et al. 2001) measured at University of Bern
98,1966-05-01,1966.375,324.01,324.01,321.18,-1,9597,264.2,Dome C (Monnin et al. 2001) measured at University of Bern
99,1966-06-01,1966.458,323.75,323.75,321.52,-1,9721,264.0,Dome C (Monnin et al. 2001) measured at University of Bern
100,1966-07-01,1966.542,322.39,322.39,321.49,-1,9807,263.4,Dome C (Monnin et al. 2001) measured at University of Bern
101,1966-08-01,1966.625,320.37,320.37,321.5,-1,9909,265.7,Dome C (Monnin et al. 2001) measured at University of Bern
102,1966-09-01,1966.708,318.64,318.64,321.54,-1,9983,264.9,Dome C (Monnin et al. 2001) measured at University of Bern
103,1966-10-01,1966.792,318.1,318.1,321.18,-1,10088,267.5,Dome C (Monnin et al. 2001) measured at University of Bern
104,1966-11-01,1966.875,319.79,319.79,321.84,-1,10209,266.9,Dome C (Monnin et al. 2001) measured at University of Bern
105,1966-12-01,1966.958,321.08,321.08,321.95,-1,10294,266.0,Dome C (Monnin et al. 2001) measured at University of Bern
106,1967-01-01,1967.042,322.07,322.07,322.07,-1,10417,265.1,Dome C (Monnin et al. 2001) measured at University of Bern
107,1967-02-01,1967.125,322.5,322.5,321.94,-1,10527,267.6,Dome C (Monnin et al. 2001) measured at University of Bern
108,1967-03-01,1967.208,323.04,323.04,321.72,-1,10621,264.8,Dome C (Monnin et al. 2001) measured at University of Bern
109,1967-04-01,1967.292,324.42,324.42,322.05,-1,10744,264.8,Dome C (Monnin et al. 2001) measured at University of Bern
110,1967-05-01,1967.375,325.0,325.0,322.27,-1,10805,265.0,Dome C (Monnin et al. 2001) measured at University of Bern
111,1967-06-01,1967.458,324.09,324.09,321.94,-1,10827,265.3,Dome C (Monnin et al. 2001) measured at University of Bern
112,1967-07-01,1967.542,322.55,322.55,321.66,-1,10895,264.4,Dome C (Monnin et al. 2001) measured at University of Bern
113,1967-08-01,1967.625,320.92,320.92,322.04,-1,10933,264.1,Dome C (Monnin et al. 2001) measured at University of Bern
114,1967-09-01,1967.708,319.31,319.31,322.19,-1,11014,264.2,Dome C (Monnin et al. 2001) measured at University of Bern
115,1967-10-01,1967.792,319.31,319.31,322.36,-1,11087,264.5,Dome C (Monnin et al. 2001) measured at University of Bern
116,1967-11-01,1967.875,320.72,320.72,322.78,-1,11136,264.0,Dome C (Monnin et al. 2001) measured at University of Bern
117,1967-12-01,1967.958,321.96,321.96,322.86,-1,11201,263.0,Dome C (Monnin et al. 2001) measured at University of Bern
118,1968-01-01,1968.042,322.57,322.57,322.55,-1,11236,265.2,Dome C (Monnin et al. 2001) measured at University of Bern
119,1968-02-01,1968.125,323.15,323.15,322.56,-1,11278,258.8,Dome C (Monnin et al. 2001) measured at University of Bern
120,1968-03-01,1968.208,323.89,323.89,322.59,-1,11338,260.8,Dome C (Monnin et al. 2001) measured at University of Bern
121,1968-04-01,1968.292,325.02,325.02,322.73,-1,11392,255.4,Dome C (Monnin et al. 2001) measured at University of Bern
122,1968-05-01,1968.375,325.57,325.57,322.87,-1,11436,253.9,Dome C (Monnin et al. 2001) measured at University of Bern
123,1968-06-01,1968.458,325.36,325.36,323.2,-1,11469,253.8,Dome C (Monnin et al. 2001) measured at University of Bern
124,1968-07-01,1968.542,324.14,324.14,323.25,-1,11580,250.7,Dome C (Monnin et al. 2001) measured at University of Bern
125,1968-08-01,1968.625,322.03,322.03,323.15,-1,11635,249.7,Dome C (Monnin et al. 2001) measured at University of Bern
126,1968-09-01,1968.708,320.41,320.41,323.31,-1,11676,251.1,Dome C (Monnin et al. 2001) measured at University of Bern
127,1968-10-01,1968.792,320.25,320.25,323.32,-1,11727,250.7,Dome C (Monnin et al. 2001) measured at University of Bern
128,1968-11-01,1968.875,321.31,321.31,323.32,-1,11819,245.3,Dome C (Monnin et al. 2001) measured at University of Bern
129,1968-12-01,1968.958,322.84,322.84,323.69,-1,11896,245.3,Dome C (Monnin et al. 2001) measured at University of Bern
130,1969-01-01,1969.042,324.0,324.0,323.98,-1,11958,246.6,Dome C (Monnin et al. 2001) measured at University of Bern
131,1969-02-01,1969.125,324.42,324.42,323.89,-1,12050,243.2,Dome C (Monnin et al. 2001) measured at University of Bern
132,1969-03-01,1969.208,325.64,325.64,324.41,-1,12122,240.3,Dome C (Monnin et al. 2001) measured at University of Bern
133,1969-04-01,1969.292,326.66,326.66,324.35,-1,12371,237.5,Dome C (Monnin et al. 2001) measured at University of Bern
134,1969-05-01,1969.375,327.34,327.34,324.57,-1,12496,237.6,Dome C (Monnin et al. 2001) measured at University of Bern
135,1969-06-01,1969.458,326.76,326.76,324.63,-1,12642,234.2,Dome C (Monnin et al. 2001) measured at University of Bern
136,1969-07-01,1969.542,325.88,325.88,325.08,-1,12760,238.3,Dome C (Monnin et al. 2001) measured at University of Bern
137,1969-08-01,1969.625,323.67,323.67,324.8,-1,12942,237.3,Dome C (Monnin et al. 2001) measured at University of Bern
138,1969-09-01,1969.708,322.38,322.38,325.28,-1,13090,237.9,Dome C (Monnin et al. 2001) measured at University of Bern
139,1969-10-01,1969.792,321.78,321.78,324.84,-1,13241,237.6,Dome C (Monnin et al. 2001) measured at University of Bern
140,1969-11-01,1969.875,322.85,322.85,324.78,-1,13440,236.4,Dome C (Monnin et al. 2001) measured at University of Bern
141,1969-12-01,1969.958,324.11,324.11,324.88,-1,13542,239.2,Dome C (Monnin et al. 2001) measured at University of Bern
142,1970-01-01,1970.042,325.03,325.03,325.04,-1,13653,238.6,Dome C (Monnin et al. 2001) measured at University of Bern
143,1970-02-01,1970.125,325.99,325.99,325.42,-1,13804,238.6,Dome C (Monnin et al. 2001) measured at University of Bern
144,1970-03-01,1970.208,326.87,326.87,325.69,-1,13948,239.1,Dome C (Monnin et al. 2001) measured at University of Bern
145,1970-04-01,1970.292,328.13,328.13,325.86,-1,14303,228.5,Dome C (Monnin et al. 2001) measured at University of Bern
146,1970-05-01,1970.375,328.07,328.07,325.27,-1,14550,228.4,Dome C (Monnin et al. 2001) measured at University of Bern
147,1970-06-01,1970.458,327.66,327.66,325.52,-1,14725,226.1,Dome C (Monnin et al. 2001) measured at University of Bern
148,1970-07-01,1970.542,326.35,326.35,325.51,-1,14890,225.2,Dome C (Monnin et al. 2001) measured at University of Bern
149,1970-08-01,1970.625,324.69,324.69,325.76,-1,15012,224.5,Dome C (Monnin et al. 2001) measured at University of Bern
150,1970-09-01,1970.708,323.1,323.1,325.93,-1,15233,222.0,Dome C (Monnin et al. 2001) measured at University of Bern
151,1970-10-01,1970.792,323.16,323.16,326.15,-1,15438,221.0,Dome C (Monnin et al. 2001) measured at University of Bern
152,1970-11-01,1970.875,323.98,323.98,325.96,-1,15570,220.9,Dome C (Monnin et al. 2001) measured at University of Bern
153,1970-12-01,1970.958,325.13,325.13,326.06,-1,15742,219.4,Dome C (Monnin et al. 2001) measured at University of Bern
154,1971-01-01,1971.042,326.17,326.17,326.25,-1,15886,214.0,Dome C (Monnin et al. 2001) measured at University of Bern
155,1971-02-01,1971.125,326.68,326.68,326.1,-1,16073,207.5,Dome C (Monnin et al. 2001) measured at University of Bern
156,1971-03-01,1971.208,327.18,327.18,325.94,-1,16260,207.7,Dome C (Monnin et al. 2001) measured at University of Bern
157,1971-04-01,1971.292,327.78,327.78,325.47,-1,16452,202.9,Dome C (Monnin et al. 2001) measured at University of Bern
158,1971-05-01,1971.375,328.92,328.92,326.11,-1,16659,200.8,Dome C (Monnin et al. 2001) measured at University of Bern
159,1971-06-01,1971.458,328.57,328.57,326.4,-1,16870,195.2,Dome C (Monnin et al. 2001) measured at University of Bern
160,1971-07-01,1971.542,327.34,327.34,326.45,-1,17111,193.9,Dome C (Monnin et al. 2001) measured at University of Bern
161,1971-08-01,1971.625,325.46,325.46,326.49,-1,17375,191.0,Dome C (Monnin et al. 2001) measured at University of Bern
162,1971-09-01,1971.708,323.36,323.36,326.19,-1,17565,188.5,Dome C (Monnin et al. 2001) measured at University of Bern
163,1971-10-01,1971.792,323.57,323.57,326.58,-1,17809,188.5,Dome C (Monnin et al. 2001) measured at University of Bern
164,1971-11-01,1971.875,324.8,324.8,326.82,-1,17943,189.2,Dome C (Monnin et al. 2001) measured at University of Bern
165,1971-12-01,1971.958,326.01,326.01,327.02,-1,18285,187.0,Dome C (Monnin et al. 2001) measured at University of Bern
166,1972-01-01,1972.042,326.77,326.77,326.85,-1,18541,188.6,Dome C (Monnin et al. 2001) measured at University of Bern
167,1972-02-01,1972.125,327.63,327.63,327.04,-1,18828,189.4,Dome C (Monnin et al. 2001) measured at University of Bern
168,1972-03-01,1972.208,327.75,327.75,326.53,-1,18868,192.3,Dome C (Monnin et al. 2001) measured at University of Bern
169,1972-04-01,1972.292,329.72,329.72,327.42,-1,18921,188.3,Dome C (Monnin et al. 2001) measured at University of Bern
170,1972-05-01,1972.375,330.07,330.07,327.23,-1,19347,188.7,Dome C (Monnin et al. 2001) measured at University of Bern
171,1972-06-01,1972.458,329.09,329.09,326.92,-1,19509,188.8,Dome C (Monnin et al. 2001) measured at University of Bern
172,1972-07-01,1972.542,328.05,328.05,327.2,-1,19748,190.0,Dome C (Monnin et al. 2001) measured at University of Bern
173,1972-08-01,1972.625,326.32,326.32,327.37,-1,19988,188.0,Dome C (Monnin et al. 2001) measured at University of Bern
174,1972-09-01,1972.708,324.93,324.93,327.76,-1,20168,188.2,Dome C (Monnin et al. 2001) measured at University of Bern
175,1972-10-01,1972.792,325.06,325.06,328.06,-1,20197,195.0,Dome C (Monnin et al. 2001) measured at University of Bern
176,1972-11-01,1972.875,326.5,326.5,328.5,-1,20502,187.8,Dome C (Monnin et al. 2001) measured at University of Bern
177,1972-12-01,1972.958,327.55,327.55,328.55,-1,20748,186.9,Dome C (Monnin et al. 2001) measured at University of Bern
178,1973-01-01,1973.042,328.54,328.54,328.58,-1,21011,186.5,Dome C (Monnin et al. 2001) measured at University of Bern
179,1973-02-01,1973.125,329.56,329.56,328.86,-1,21257,184.7,Dome C (Monnin et al. 2001) measured at University of Bern
180,1973-03-01,1973.208,330.3,330.3,328.99,-1,21507,186.1,Dome C (Monnin et al. 2001) measured at University of Bern
181,1973-04-01,1973.292,331.5,331.5,329.14,-1,21854,185.7,Dome C (Monnin et al. 2001) measured at University of Bern
182,1973-05-01,1973.375,332.48,332.48,329.62,-1,22015,184.4,Dome C (Monnin et al. 2001) measured at University of Bern
183,1973-06-01,1973.458,332.07,332.07,329.94,-1,22827,189.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
184,1973-07-01,1973.542,330.87,330.87,330.05,-1,25994,191.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
185,1973-08-01,1973.625,329.31,329.31,330.42,-1,29063,188.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
186,1973-09-01,1973.708,327.51,327.51,330.45,-1,30020,191.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
187,1973-10-01,1973.792,327.18,327.18,330.23,-1,35009,205.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
188,1973-11-01,1973.875,328.16,328.16,330.16,-1,37471,209.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
189,1973-12-01,1973.958,328.64,328.64,329.66,-1,43500,209.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
190,1974-01-01,1974.042,329.35,329.35,329.45,-1,47336,189.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
191,1974-02-01,1974.125,330.71,330.71,330.12,-1,48854,188.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
192,1974-03-01,1974.208,331.48,331.48,330.2,-1,49690,210.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
193,1974-04-01,1974.292,332.65,332.65,330.26,-1,50663,215.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
194,1974-05-01,1974.375,333.2,333.2,330.27,14,52382,190.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
195,1974-06-01,1974.458,332.16,332.16,329.94,26,57088,221.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
196,1974-07-01,1974.542,331.07,331.07,330.23,24,57657,210.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
197,1974-08-01,1974.625,329.12,329.12,330.26,27,62859,195.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
198,1974-09-01,1974.708,327.32,327.32,330.28,24,64939,191.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
199,1974-10-01,1974.792,327.28,327.28,330.36,24,65939,194.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
200,1974-11-01,1974.875,328.3,328.3,330.28,27,71049,227.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
201,1974-12-01,1974.958,329.58,329.58,330.55,28,73227,229.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
202,1975-01-01,1975.042,330.73,330.73,330.89,29,77150,217.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
203,1975-02-01,1975.125,331.46,331.46,330.93,26,78183,221.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
204,1975-03-01,1975.208,331.9,331.9,330.54,18,80614,230.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
205,1975-04-01,1975.292,333.17,333.17,330.67,25,82417,241.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
206,1975-05-01,1975.375,333.94,333.94,330.98,28,83333,236.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
207,1975-06-01,1975.458,333.45,333.45,331.2,26,84016,228.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
208,1975-07-01,1975.542,331.98,331.98,331.12,24,85020,214.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
209,1975-08-01,1975.625,329.95,329.95,331.11,24,86181,217.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
210,1975-09-01,1975.708,328.5,328.5,331.48,23,87917,208.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
211,1975-10-01,1975.792,328.35,328.35,331.46,12,90357,224.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
212,1975-11-01,1975.875,329.37,329.37,331.41,19,91249,228.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
213,1975-12-01,1975.958,-99.99,330.59,331.6,0,94353,232.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
