,EDC3_gas_a (yr),CO2 (ppmv),source,bag,ztop,EDC3béta,AICC2012,deutfinal,temp,acc-EDC3beta,modern_co2_Date,modern_co2_Decimal_Date,modern_co2_Average,modern_co2_Interpolated,modern_co2_Trend,modern_co2_Number_of_Days,Source,Year,Mean,ch4_year,ch4_month,ch4_decimal_date,ch4_average,ch4_average_unc,ch4_trend,ch4_trend_unc
460,322015,257.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,461,253.0,7951.993,7960.806667,-396.5,217.2,2.938252,1996-07-01,1996.542,363.55,363.55,362.85,31.0,,,,2021.0,11.0,2021.875,1909.53,1.1,1902.54,0.55
461,322767,260.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,462,253.55,7971.929,7980.913333,-399.5,216.7,2.819083,1996-08-01,1996.625,361.38,361.38,362.98,28.0,,,,2021.0,12.0,2021.958,1908.76,0.79,1903.98,0.59
462,323526,260.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,463,254.1,7992.713,8001.02,-400.6,216.5,2.690594,1996-09-01,1996.708,359.54,359.54,362.99,25.0,,,,2022.0,1.0,2022.042,1907.47,1.19,1905.4,0.63
463,324280,260.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,464,254.65,8014.495,8022.516667,-401.6,216.3,2.665747,1996-10-01,1996.792,359.58,359.58,362.97,29.0,,,,2022.0,2.0,2022.125,1907.68,1.6,1906.7,0.66
464,324971,266.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,465,255.2,8036.476,8044.013333,-400.6,216.5,2.584942,1996-11-01,1996.875,360.89,360.89,363.03,29.0,,,,2022.0,3.0,2022.208,1908.86,1.65,1907.95,0.69
465,325720,264.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,466,255.75,8059.149,8065.51,-406.3,215.6,2.579071,1996-12-01,1996.958,362.24,362.24,363.08,29.0,,,,2022.0,4.0,2022.292,1909.49,0.99,1909.18,0.72
466,326321,266.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,467,256.3,8081.878,8087.903333,-398.3,216.9,2.505705,1997-01-01,1997.042,363.09,363.09,362.88,31.0,,,,2022.0,5.0,2022.375,1907.83,1.15,1910.36,0.75
467,326972,270.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,468,256.85,8105.279,8110.296667,-411.7,214.7,2.509335,1997-02-01,1997.125,364.03,364.03,363.22,27.0,,,,2022.0,6.0,2022.458,1905.18,1.4,1911.48,0.78
468,327590,271.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,469,257.4,8128.643,8132.69,-399.8,216.6,2.779367,1997-03-01,1997.208,364.51,364.51,362.88,31.0,,,,2022.0,7.0,2022.542,1904.46,1.66,1912.56,0.81
469,328221,275.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,470,257.95,8149.741,8153.98,-396.9,217.1,2.779881,1997-04-01,1997.292,366.35,366.35,363.68,21.0,,,,2022.0,8.0,2022.625,1908.78,1.76,1913.62,0.85
470,329475,265.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,471,258.5,8170.839,8175.27,-401.4,216.4,2.590912,1997-05-01,1997.375,366.64,366.64,363.74,29.0,,,,2022.0,9.0,2022.708,1915.46,1.39,1914.64,0.88
471,330208,271.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,472,259.05,8193.481,8196.56,-405.3,215.7,2.530128,1997-06-01,1997.458,365.59,365.59,363.41,27.0,,,,2022.0,10.0,2022.792,1920.11,1.4,1915.64,0.91
472,330740,272.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,473,259.6,8216.665,8219.493333,-408.3,215.2,2.490466,1997-07-01,1997.542,364.31,364.31,363.6,24.0,,,,2022.0,11.0,2022.875,1923.75,1.08,1916.64,0.94
473,331438,273.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,474,260.15,8240.224,8242.426667,-406.5,215.5,2.469808,1997-08-01,1997.625,362.25,362.25,363.84,25.0,,,,2022.0,12.0,2022.958,1924.54,1.07,1917.65,0.96
474,331944,282.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,475,260.7,8263.984,8265.36,-400.8,216.5,2.589686,1997-09-01,1997.708,360.29,360.29,363.68,26.0,,,,2023.0,1.0,2023.042,1922.06,0.99,1918.69,0.98
475,332285,289.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,476,261.25,8286.65,8286.946667,-403.2,216.1,2.681261,1997-10-01,1997.792,360.82,360.82,364.12,27.0,,,,2023.0,2.0,2023.125,1920.29,-9.99,1919.7,-9.99
476,332462,288.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,477,261.8,8308.546,8308.533333,-397.5,217.0,2.688158,1997-11-01,1997.875,362.49,362.49,364.56,30.0,,,,2023.0,3.0,2023.208,1919.87,-9.99,1920.73,-9.99
477,332919,298.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,478,262.35,8330.382,8330.12,-401.0,216.4,2.699279,1997-12-01,1997.958,364.38,364.38,365.15,30.0,,,,2023.0,4.0,2023.292,1920.76,-9.99,1921.81,-9.99
478,333380,278.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,479,262.9,8352.133,8351.616667,-401.5,216.3,2.699794,1998-01-01,1998.042,365.26,365.26,365.07,30.0,,,,2023.0,5.0,2023.375,1920.15,-9.99,1922.91,-9.99
479,333890,285.8,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,480,263.45,8373.885,8373.113333,-400.4,216.5,2.698187,1998-02-01,1998.125,365.98,365.98,365.17,28.0,,,,2023.0,6.0,2023.458,1916.27,-9.99,1924.02,-9.99
480,334261,278.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,481,264.0,8395.654,8394.61,-400.3,216.5,2.698734,1998-03-01,1998.208,367.24,367.24,365.6,31.0,,,,2023.0,7.0,2023.542,1915.07,-9.99,1925.14,-9.99
481,334748,270.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,482,264.55,8417.416,8416.75,-407.3,215.4,2.51471,1998-04-01,1998.292,368.66,368.66,366.03,29.0,,,,2023.0,8.0,2023.625,1919.41,-9.99,1926.26,-9.99
482,335287,255.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,483,265.1,8440.775,8438.89,-403.0,216.1,2.506716,1998-05-01,1998.375,369.42,369.42,366.55,30.0,,,,,,,,,,
483,335918,241.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,484,265.65,8464.215,8461.03,-404.2,215.9,2.624904,1998-06-01,1998.458,368.99,368.99,366.8,28.0,,,,,,,,,,
484,336725,239.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,485,266.2,8486.604,8482.393333,-401.2,216.4,2.641376,1998-07-01,1998.542,367.82,367.82,367.14,23.0,,,,,,,,,,
485,337391,234.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,486,266.75,8508.848,8503.756667,-397.2,217.0,2.788749,1998-08-01,1998.625,365.95,365.95,367.55,30.0,,,,,,,,,,
486,339298,250.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,487,267.3,8529.921,8525.12,-396.9,217.1,2.854375,1998-09-01,1998.708,364.02,364.02,367.37,28.0,,,,,,,,,,
487,340456,200.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,488,267.85,8550.515,8545.816667,-397.8,216.9,2.747224,1998-10-01,1998.792,364.4,364.4,367.67,30.0,,,,,,,,,,
488,341802,205.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,489,268.4,8571.916,8566.513333,-409.5,215.0,2.593459,1998-11-01,1998.875,365.52,365.52,367.56,23.0,,,,,,,,,,
489,343282,204.8,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,490,268.95,8594.592,8587.21,-397.1,217.1,2.674858,1998-12-01,1998.958,367.13,367.13,367.88,26.0,,,,,,,,,,
490,344446,211.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,491,269.5,8616.572,8607.79,-390.3,218.2,2.971279,1999-01-01,1999.042,368.18,368.18,367.96,27.0,,,,,,,,,,
491,345980,220.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,492,270.05,8636.364,8628.37,-397.5,217.0,2.9719,1999-02-01,1999.125,369.07,369.07,368.26,22.0,,,,,,,,,,
492,348298,221.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,493,270.6,8656.156,8648.95,-401.9,216.3,2.868643,1999-03-01,1999.208,369.68,369.68,368.08,25.0,,,,,,,,,,
493,349688,216.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,494,271.15,8676.666,8669.003333,-392.4,217.8,2.84788,1999-04-01,1999.292,370.99,370.99,368.45,29.0,,,,,,,,,,
494,350925,209.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,495,271.7,8697.32,8689.056667,-399.9,216.6,2.820658,1999-05-01,1999.375,370.96,370.96,368.15,26.0,,,,,,,,,,
495,352275,209.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,496,272.25,8718.178,8709.11,-399.3,216.7,2.794507,1999-06-01,1999.458,370.3,370.3,368.13,26.0,,,,,,,,,,
496,355302,193.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,497,272.8,8739.234,8729.796667,-396.7,217.1,2.76515,1999-07-01,1999.542,369.45,369.45,368.77,27.0,,,,,,,,,,
497,356898,186.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,498,273.35,8760.521,8750.483333,-402.1,216.2,2.661035,1999-08-01,1999.625,366.9,366.9,368.48,25.0,,,,,,,,,,
498,358712,185.8,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,499,273.9,8782.645,8771.17,-401.8,216.3,2.665892,1999-09-01,1999.708,364.81,364.81,368.13,28.0,,,,,,,,,,
499,360957,201.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,500,274.45,8804.723,8791.95,-397.5,217.0,2.796923,1999-10-01,1999.792,365.37,365.37,368.64,31.0,,,,,,,,,,
500,363385,206.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,501,275.0,8825.771,8812.73,-400.2,216.5,2.79752,1999-11-01,1999.875,366.72,366.72,368.71,28.0,,,,,,,,,,
501,366235,201.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,502,275.55,8846.82,8833.51,-395.0,217.4,2.718882,1999-12-01,1999.958,368.1,368.1,368.77,26.0,,,,,,,,,,
502,367856,199.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,503,276.1,8868.483,8854.9,-404.4,215.8,2.692748,2000-01-01,2000.042,369.29,369.29,369.08,26.0,,,,,,,,,,
503,369446,214.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,504,276.65,8890.352,8876.29,-402.1,216.2,2.774719,2000-02-01,2000.125,369.54,369.54,368.83,19.0,,,,,,,,,,
504,371090,224.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,505,277.2,8911.578,8897.68,-397.9,216.9,2.846145,2000-03-01,2000.208,370.6,370.6,369.09,30.0,,,,,,,,,,
505,372646,229.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,506,277.75,8932.276,8917.553333,-393.4,217.6,2.849993,2000-04-01,2000.292,371.81,371.81,369.28,27.0,,,,,,,,,,
506,376568,227.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,507,278.3,8952.951,8937.426667,-397.7,216.9,2.860296,2000-05-01,2000.375,371.58,371.58,368.71,28.0,,,,,,,,,,
507,378096,240.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,508,278.85,8973.557,8957.3,-397.4,217.0,2.860975,2000-06-01,2000.458,371.7,371.7,369.5,28.0,,,,,,,,,,
508,379696,239.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,509,279.4,8994.151,8977.233333,-397.4,217.0,2.862689,2000-07-01,2000.542,369.86,369.86,369.2,25.0,,,,,,,,,,
509,381132,246.8,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,510,279.95,9014.738,8997.166667,-399.0,216.7,2.86333,2000-08-01,2000.625,368.13,368.13,369.72,27.0,,,,,,,,,,
510,382670,245.8,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,511,280.5,9035.325,9017.1,-391.8,217.9,2.911372,2000-09-01,2000.708,367.0,367.0,370.3,26.0,,,,,,,,,,
511,384534,258.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,512,281.05,9055.576,9036.973333,-392.7,217.7,2.947628,2000-10-01,2000.792,367.03,367.03,370.26,30.0,,,,,,,,,,
512,385398,264.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,513,281.6,9075.583,9056.846667,-401.1,216.3,2.930007,2000-11-01,2000.875,368.37,368.37,370.32,25.0,,,,,,,,,,
513,386144,259.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,514,282.15,9095.704,9076.72,-396.1,217.2,2.858416,2000-12-01,2000.958,369.67,369.67,370.3,30.0,,,,,,,,,,
514,388062,255.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,515,282.7,9116.334,9096.68,-397.7,216.9,2.859071,2001-01-01,2001.042,370.59,370.59,370.43,30.0,,,,,,,,,,
515,389946,250.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,516,283.25,9136.964,9116.64,-395.6,217.2,2.87591,2001-02-01,2001.125,371.51,371.51,370.78,26.0,,,,,,,,,,
516,391896,266.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,517,283.8,9157.478,9136.6,-398.6,216.7,2.878782,2001-03-01,2001.208,372.43,372.43,370.87,26.0,,,,,,,,,,
517,392544,259.5,Dome C (Siegenthaler et al. 2005) measured at LGGE in Grenoble,518,284.35,9177.966,9157.006667,-394.9,217.4,2.823333,2001-04-01,2001.292,373.37,373.37,370.81,29.0,,,,,,,,,,
518,393579,273.6,Dome C (Siegenthaler et al. 2005) measured at LGGE in Grenoble,519,284.9,9198.86,9177.413333,-394.9,217.4,2.777618,2001-05-01,2001.375,373.85,373.85,370.94,24.0,,,,,,,,,,
519,394560,260.7,Dome C (Siegenthaler et al. 2005) measured at LGGE in Grenoble,520,285.45,9220.104,9197.82,-407.4,215.3,2.77395,2001-06-01,2001.458,373.21,373.21,370.99,26.0,,,,,,,,,,
520,398086,276.3,Dome C (Siegenthaler et al. 2005) measured at LGGE in Grenoble,521,286.0,9241.38,9218.753333,-403.4,215.9,2.76489,2001-07-01,2001.542,371.51,371.51,370.9,25.0,,,,,,,,,,
521,399722,277.1,Dome C (Siegenthaler et al. 2005) measured at LGGE in Grenoble,522,286.55,9262.73,9239.686667,-392.2,217.8,2.775292,2001-08-01,2001.625,369.61,369.61,371.22,27.0,,,,,,,,,,
522,400504,283.2,Dome C (Siegenthaler et al. 2005) measured at LGGE in Grenoble,523,287.1,9283.995,9260.62,-400.4,216.4,2.983692,2001-09-01,2001.708,368.18,368.18,371.44,28.0,,,,,,,,,,
523,402000,283.1,Dome C (Siegenthaler et al. 2005) measured at LGGE in Grenoble,524,287.65,9303.779,9279.503333,-391.1,218.0,2.984416,2001-10-01,2001.792,368.45,368.45,371.69,31.0,,,,,,,,,,
524,402731,275.7,Dome C (Siegenthaler et al. 2005) measured at LGGE in Grenoble,525,288.2,9323.562,9298.386667,-388.5,218.4,3.000343,2001-11-01,2001.875,369.76,369.76,371.74,24.0,,,,,,,,,,
525,404181,276.5,Dome C (Siegenthaler et al. 2005) measured at LGGE in Grenoble,526,288.75,9343.245,9317.27,-394.8,217.3,3.00977,2001-12-01,2001.958,371.24,371.24,371.92,29.0,,,,,,,,,,
526,404927,280.5,Dome C (Siegenthaler et al. 2005) measured at LGGE in Grenoble,527,289.3,9362.87,9337.266667,-397.7,216.9,2.982318,2002-01-01,2002.042,372.53,372.53,372.3,28.0,,,,,,,,,,
527,406368,279.6,Dome C (Siegenthaler et al. 2005) measured at LGGE in Grenoble,528,289.85,9382.67,9357.263333,-401.2,216.3,2.889694,2002-02-01,2002.125,373.2,373.2,372.33,28.0,,,,,,,,,,
528,407093,285.6,Dome C (Siegenthaler et al. 2005) measured at LGGE in Grenoble,529,290.4,9403.109,9377.26,-391.9,217.8,2.890402,2002-03-01,2002.208,374.12,374.12,372.44,24.0,,,,,,,,,,
529,408600,284.5,Dome C (Siegenthaler et al. 2005) measured at LGGE in Grenoble,530,290.95,9423.548,9396.656667,-393.3,217.6,2.994343,2002-04-01,2002.292,375.02,375.02,372.37,29.0,,,,,,,,,,
530,409383,275.2,Dome C (Siegenthaler et al. 2005) measured at LGGE in Grenoble,531,291.5,9443.281,9416.053333,-394.3,217.4,3.009309,2002-05-01,2002.375,375.76,375.76,372.81,29.0,,,,,,,,,,
531,409383,274.2,Dome C (Siegenthaler et al. 2005) measured at LGGE in Grenoble,532,292.05,9462.91,9435.45,-395.0,217.3,3.026411,2002-06-01,2002.458,375.52,375.52,373.3,28.0,,,,,,,,,,
532,410206,282.6,Dome C (Siegenthaler et al. 2005) measured at LGGE in Grenoble,533,292.6,9482.432,9454.416667,-392.4,217.7,3.046808,2002-07-01,2002.542,374.01,374.01,373.42,26.0,,,,,,,,,,
533,411071,283.5,Dome C (Siegenthaler et al. 2005) measured at LGGE in Grenoble,534,293.15,9501.828,9473.383333,-393.5,217.5,3.048679,2002-08-01,2002.625,371.85,371.85,373.52,28.0,,,,,,,,,,
534,412962,274.9,Dome C (Siegenthaler et al. 2005) measured at LGGE in Grenoble,535,293.7,9521.216,9492.35,-390.0,218.1,3.255206,2002-09-01,2002.708,370.75,370.75,374.11,23.0,,,,,,,,,,
535,413948,264.9,Dome C (Siegenthaler et al. 2005) measured at LGGE in Grenoble,536,294.25,9539.378,9510.533333,,218.2,3.256146,2002-10-01,2002.792,370.55,370.55,373.88,31.0,,,,,,,,,,
536,414963,271.6,Dome C (Siegenthaler et al. 2005) measured at LGGE in Grenoble,537,294.8,9557.529,9528.716667,-388.5,218.4,3.083873,2002-11-01,2002.875,372.25,372.25,374.34,29.0,,,,,,,,,,
537,415717,276.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,538,295.35,9576.697,9546.9,-394.3,217.4,2.868637,2002-12-01,2002.958,373.79,373.79,374.53,31.0,,,,,,,,,,
538,416193,271.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,539,295.9,9597.31,9567.05,-403.6,215.9,2.875903,2003-01-01,2003.042,374.88,374.88,374.63,30.0,,,,,,,,,,
539,417191,273.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,540,296.45,9617.873,9587.2,-393.3,217.6,2.938784,2003-02-01,2003.125,375.64,375.64,374.77,27.0,,,,,,,,,,
540,417698,271.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,541,297.0,9638.001,9607.35,-398.0,216.8,2.939614,2003-03-01,2003.208,376.45,376.45,374.8,28.0,,,,,,,,,,
541,418245,274.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,542,297.55,9658.117,9626.44,-391.0,217.9,3.084795,2003-04-01,2003.292,377.73,377.73,375.06,27.0,,,,,,,,,,
542,419260,273.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,543,298.1,9677.29,9645.53,-395.8,217.1,3.144876,2003-05-01,2003.375,378.6,378.6,375.55,30.0,,,,,,,,,,
543,419808,271.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,544,298.65,9696.102,9664.62,-386.4,218.7,3.117175,2003-06-01,2003.458,378.28,378.28,376.03,25.0,,,,,,,,,,
544,420350,273.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,545,299.2,9715.084,9683.583333,-391.8,217.8,3.01491,2003-07-01,2003.542,376.7,376.7,376.19,29.0,,,,,,,,,,
545,421484,268.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,546,299.75,9734.715,9702.546667,-398.2,216.7,3.015794,2003-08-01,2003.625,374.38,374.38,376.08,23.0,,,,,,,,,,
546,422074,266.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,547,300.3,9754.333,9721.51,-391.6,217.8,3.17263,2003-09-01,2003.708,373.17,373.17,376.48,25.0,,,,,,,,,,
547,422649,270.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,548,300.85,9772.984,9739.94,-393.4,217.5,3.217592,2003-10-01,2003.792,373.14,373.14,376.47,30.0,,,,,,,,,,
548,423764,267.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,549,301.4,9791.381,9758.37,-384.4,219.0,3.21739,2003-11-01,2003.875,374.66,374.66,376.81,26.0,,,,,,,,,,
549,424332,268.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,550,301.95,9809.781,9776.8,-391.3,217.9,3.214985,2003-12-01,2003.958,375.99,375.99,376.75,27.0,,,,,,,,,,
550,424840,270.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,551,302.5,9828.199,9794.956667,-391.0,217.9,3.215985,2004-01-01,2004.042,377.0,377.0,376.78,30.0,,,,,,,,,,
551,425242,270.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,552,303.05,9846.604,9813.113333,-388.3,218.4,3.31424,2004-02-01,2004.125,377.87,377.87,377.02,29.0,,,,,,,,,,
552,425569,265.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,553,303.6,9864.468,9831.27,-391.4,217.8,3.369533,2004-03-01,2004.208,378.88,378.88,377.23,28.0,,,,,,,,,,
553,425975,255.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,554,304.15,9882.042,9848.906667,-382.9,219.3,3.370518,2004-04-01,2004.292,380.35,380.35,377.62,26.0,,,,,,,,,,
554,426598,252.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,555,304.7,9899.614,9866.543333,-387.2,218.5,2.937458,2004-05-01,2004.375,380.62,380.62,377.48,28.0,,,,,,,,,,
555,427285,248.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,556,305.25,9919.782,9884.18,-405.5,215.5,2.93065,2004-06-01,2004.458,379.69,379.69,377.39,21.0,,,,,,,,,,
556,427566,242.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,557,305.8,9939.991,9904.296667,-391.7,217.8,2.968854,2004-07-01,2004.542,377.47,377.47,376.94,25.0,,,,,,,,,,
557,429006,219.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,558,306.35,9959.943,9924.413333,-392.1,217.7,2.991711,2004-08-01,2004.625,376.01,376.01,377.74,16.0,,,,,,,,,,
558,429876,227.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,559,306.9,9979.749,9944.53,-400.4,216.4,3.031145,2004-09-01,2004.708,374.25,374.25,377.62,15.0,,,,,,,,,,
559,431063,211.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,560,307.45,9999.3,9963.553333,-386.7,218.6,3.142531,2004-10-01,2004.792,374.46,374.46,377.82,29.0,,,,,,,,,,
560,431445,207.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,561,308.0,10018.16,9982.576667,-394.5,217.3,3.143534,2004-11-01,2004.875,376.16,376.16,378.31,29.0,,,,,,,,,,
561,432599,209.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,562,308.55,10037.01,10001.6,-389.9,218.1,3.060348,2004-12-01,2004.958,377.51,377.51,378.31,30.0,,,,,,,,,,
562,433674,207.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,563,309.1,10056.38,10020.83333,-394.7,217.3,3.035813,2005-01-01,2005.042,378.46,378.46,378.21,31.0,,,,,,,,,,
563,434804,200.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,564,309.65,10075.91,10040.06667,-396.6,217.0,3.068782,2005-02-01,2005.125,379.73,379.73,378.93,24.0,,,,,,,,,,
564,435989,201.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,565,310.2,10095.23,10059.3,-388.6,218.3,3.133969,2005-03-01,2005.208,380.77,380.77,379.27,26.0,,,,,,,,,,
565,437152,201.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,566,310.75,10114.15,10078.33333,-392.9,217.6,3.134994,2005-04-01,2005.292,382.29,382.29,379.65,26.0,,,,,,,,,,
566,438356,202.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,567,311.3,10133.06,10097.36667,-395.2,217.2,3.169266,2005-05-01,2005.375,382.45,382.45,379.31,31.0,,,,,,,,,,
567,439565,199.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,568,311.85,10151.77,10116.4,-389.1,218.2,3.175787,2005-06-01,2005.458,382.21,382.21,379.88,28.0,,,,,,,,,,
568,441220,201.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,569,312.4,10170.45,10134.83333,-388.7,218.3,3.183433,2005-07-01,2005.542,380.74,380.74,380.18,29.0,,,,,,,,,,
569,442411,203.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,570,312.95,10189.08,10153.26667,-391.8,217.8,3.198889,2005-08-01,2005.625,378.74,378.74,380.42,26.0,,,,,,,,,,
570,443562,208.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,571,313.5,10207.63,10171.7,-388.8,218.3,3.199972,2005-09-01,2005.708,376.7,376.7,380.01,26.0,,,,,,,,,,
