,EDC3_gas_a (yr),CO2 (ppmv),source,bag,ztop,EDC3béta,AICC2012,deutfinal,temp,acc-EDC3beta,modern_co2_Date,modern_co2_Decimal_Date,modern_co2_Average,modern_co2_Interpolated,modern_co2_Trend,modern_co2_Number_of_Days,Source,Year,Mean,ch4_year,ch4_month,ch4_decimal_date,ch4_average,ch4_average_unc,ch4_trend,ch4_trend_unc
571,444650,201.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,572,314.05,10226.17,10190.16667,-397.7,216.8,3.216582,2005-10-01,2005.792,377.0,377.0,380.3,14.0,,,,,,,,,,
572,445829,201.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,573,314.6,10244.61,10208.63333,-390.4,218.0,3.220935,2005-11-01,2005.875,378.35,378.35,380.5,23.0,,,,,,,,,,
573,446984,204.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,574,315.15,10263.03,10227.1,-382.1,219.4,3.238706,2005-12-01,2005.958,380.11,380.11,380.9,26.0,,,,,,,,,,
574,448103,201.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,575,315.7,10281.36,10245.3,-387.9,218.4,3.288968,2006-01-01,2006.042,381.38,381.38,381.14,24.0,,,,,,,,,,
575,449244,198.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,576,316.25,10299.41,10263.5,-390.6,217.9,3.290124,2006-02-01,2006.125,382.19,382.19,381.38,25.0,,,,,,,,,,
576,450455,193.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,577,316.8,10317.44,10281.7,-393.3,217.5,3.230687,2006-03-01,2006.208,382.67,382.67,381.14,30.0,,,,,,,,,,
577,451593,192.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,578,317.35,10335.81,10300.46667,-388.1,218.4,3.202615,2006-04-01,2006.292,384.61,384.61,381.91,25.0,,,,,,,,,,
578,452283,199.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,579,317.9,10354.35,10319.23333,-391.6,217.8,3.155533,2006-05-01,2006.375,385.03,385.03,381.87,24.0,,,,,,,,,,
579,452795,204.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,580,318.45,10373.17,10338.0,-396.9,216.9,2.899136,2006-06-01,2006.458,384.05,384.05,381.75,28.0,,,,,,,,,,
580,453514,203.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,581,319.0,10393.66,10357.36667,-398.7,216.6,2.900109,2006-07-01,2006.542,382.46,382.46,381.91,24.0,,,,,,,,,,
581,454023,208.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,582,319.55,10414.13,10376.73333,-386.6,218.6,3.194564,2006-08-01,2006.625,380.41,380.41,382.08,27.0,,,,,,,,,,
582,455279,202.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,583,320.1,10432.72,10396.1,-390.7,217.9,3.268593,2006-09-01,2006.708,378.85,378.85,382.16,27.0,,,,,,,,,,
583,456591,195.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,584,320.65,10450.89,10414.9,-391.2,217.8,3.194393,2006-10-01,2006.792,379.13,379.13,382.46,23.0,,,,,,,,,,
584,458049,190.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,585,321.2,10469.49,10433.7,-389.5,218.1,3.007328,2006-11-01,2006.875,380.15,380.15,382.33,29.0,,,,,,,,,,
585,459430,194.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,586,321.75,10489.25,10452.5,-400.9,216.2,3.008375,2006-12-01,2006.958,381.82,381.82,382.64,27.0,,,,,,,,,,
586,460792,199.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,587,322.3,10508.99,10472.2,-388.6,218.3,3.055207,2007-01-01,2007.042,382.89,382.89,382.67,24.0,,,,,,,,,,
587,461687,205.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,588,322.85,10528.44,10491.9,-397.9,216.7,3.061802,2007-02-01,2007.125,383.9,383.9,383.01,21.0,,,,,,,,,,
588,462133,210.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,589,323.4,10547.85,10511.6,-393.0,217.5,3.000096,2007-03-01,2007.208,384.58,384.58,382.94,26.0,,,,,,,,,,
589,463456,208.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,590,323.95,10567.66,10531.56667,-394.4,217.3,2.936219,2007-04-01,2007.292,386.5,386.5,383.71,26.0,,,,,,,,,,
590,464866,204.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,591,324.5,10587.91,10551.53333,-399.4,216.5,3.005514,2007-05-01,2007.375,386.56,386.56,383.34,29.0,,,,,,,,,,
591,466265,203.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,592,325.05,10607.69,10571.5,-388.2,218.3,3.386444,2007-06-01,2007.458,386.1,386.1,383.84,26.0,,,,,,,,,,
592,467602,205.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,593,325.6,10625.24,10589.2,-386.8,218.5,3.387625,2007-07-01,2007.542,384.5,384.5,384.02,27.0,,,,,,,,,,
593,468323,206.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,594,326.15,10642.79,10606.9,-383.0,219.2,3.405848,2007-08-01,2007.625,381.99,381.99,383.7,22.0,,,,,,,,,,
594,468810,215.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,595,326.7,10660.25,10624.6,-387.5,218.4,3.422968,2007-09-01,2007.708,380.96,380.96,384.32,21.0,,,,,,,,,,
595,469470,218.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,596,327.25,10677.63,10641.63333,-390.1,218.0,3.424316,2007-10-01,2007.792,381.12,381.12,384.47,29.0,,,,,,,,,,
596,469941,229.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,597,327.8,10695.0,10658.66667,-377.1,220.1,3.326612,2007-11-01,2007.875,382.45,382.45,384.65,30.0,,,,,,,,,,
597,470597,232.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,598,328.35,10712.87,10675.7,-397.4,216.8,3.307345,2007-12-01,2007.958,383.95,383.95,384.83,21.0,,,,,,,,,,
598,471046,243.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,599,328.9,10730.86,10695.3,-390.6,217.9,3.233633,2008-01-01,2008.042,385.52,385.52,385.28,31.0,,,,,,,,,,
599,471763,243.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,600,329.45,10749.26,10714.9,-393.2,217.5,3.048239,2008-02-01,2008.125,385.82,385.82,384.96,26.0,,,,,,,,,,
600,472095,245.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,601,330.0,10768.78,10734.5,-395.2,217.1,3.049382,2008-03-01,2008.208,386.03,386.03,384.48,30.0,,,,,,,,,,
601,473102,241.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,602,330.55,10788.29,10753.9,-393.7,217.4,3.092217,2008-04-01,2008.292,387.21,387.21,384.58,24.0,,,,,,,,,,
602,474162,233.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,603,331.1,10807.53,10773.3,-392.9,217.5,3.09895,2008-05-01,2008.375,388.54,388.54,385.45,25.0,,,,,,,,,,
603,475218,232.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,604,331.65,10826.74,10792.7,-391.4,217.8,3.166876,2008-06-01,2008.458,387.76,387.76,385.46,23.0,,,,,,,,,,
604,476240,236.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,605,332.2,10845.53,10811.63333,-384.5,218.9,3.255508,2008-07-01,2008.542,386.36,386.36,385.8,10.0,,,,,,,,,,
605,477162,239.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,606,332.75,10863.82,10830.56667,-394.4,217.3,3.256798,2008-08-01,2008.625,384.09,384.09,385.75,25.0,,,,,,,,,,
606,477719,236.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,607,333.3,10882.1,10849.5,-394.8,217.2,2.986847,2008-09-01,2008.708,383.18,383.18,386.46,27.0,,,,,,,,,,
607,478124,231.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,608,333.85,10902.03,10869.5,-395.8,217.0,2.966433,2008-10-01,2008.792,382.99,382.99,386.27,23.0,,,,,,,,,,
608,478721,220.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,609,334.4,10922.1,10889.5,-396.2,217.0,2.999128,2008-11-01,2008.875,384.19,384.19,386.37,28.0,,,,,,,,,,
609,479144,218.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,610,334.95,10941.96,10909.5,-395.4,217.1,3.021702,2008-12-01,2008.958,385.56,385.56,386.41,29.0,,,,,,,,,,
610,480108,223.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,611,335.5,10961.68,10928.8,-391.7,217.7,3.072793,2009-01-01,2009.042,386.94,386.94,386.63,30.0,,,,,,,,,,
611,481035,223.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,612,336.05,10981.06,10948.1,-390.9,217.8,3.256233,2009-02-01,2009.125,387.48,387.48,386.59,26.0,,,,,,,,,,
612,481932,227.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,613,336.6,10999.35,10967.4,-388.0,218.3,3.257447,2009-03-01,2009.208,388.82,388.82,387.32,28.0,,,,,,,,,,
613,482803,231.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,614,337.15,11017.64,10986.6,-392.6,217.5,3.05564,2009-04-01,2009.292,389.55,389.55,386.92,29.0,,,,,,,,,,
614,483649,231.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,615,337.7,11037.14,11005.8,-397.7,216.7,2.980752,2009-05-01,2009.375,390.14,390.14,387.02,30.0,,,,,,,,,,
615,484465,231.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,616,338.25,11057.12,11025.0,-394.3,217.3,3.068232,2009-06-01,2009.458,389.48,389.48,387.24,29.0,,,,,,,,,,
616,485276,233.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,617,338.8,11076.54,11044.43333,-391.4,217.7,3.230454,2009-07-01,2009.542,388.03,388.03,387.55,22.0,,,,,,,,,,
617,486043,232.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,618,339.35,11094.99,11063.86667,-387.7,218.4,3.23168,2009-08-01,2009.625,386.11,386.11,387.8,27.0,,,,,,,,,,
618,486816,231.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,619,339.9,11113.43,11083.3,-395.2,217.1,2.92711,2009-09-01,2009.708,384.74,384.74,388.01,28.0,,,,,,,,,,
619,487541,237.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,620,340.45,11133.8,11103.53333,-400.3,216.3,2.889688,2009-10-01,2009.792,384.43,384.43,387.68,30.0,,,,,,,,,,
620,488268,242.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,621,341.0,11154.43,11123.76667,-393.3,217.4,3.070626,2009-11-01,2009.875,386.02,386.02,388.16,30.0,,,,,,,,,,
621,488689,240.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,622,341.55,11173.84,11144.0,-390.0,218.0,3.202379,2009-12-01,2009.958,387.42,387.42,388.23,20.0,,,,,,,,,,
622,488996,252.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,623,342.1,11192.46,11162.76667,-390.9,217.8,3.21051,2010-01-01,2010.042,388.71,388.71,388.41,30.0,,,,,,,,,,
623,489475,249.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,624,342.65,11211.04,11181.53333,-387.4,218.4,3.260101,2010-02-01,2010.125,390.2,390.2,389.26,20.0,,,,,,,,,,
624,489722,242.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,625,343.2,11229.33,11200.3,-389.7,218.0,3.261504,2010-03-01,2010.208,391.17,391.17,389.65,25.0,,,,,,,,,,
625,490445,243.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,626,343.75,11247.62,11219.96667,-398.0,216.6,3.079952,2010-04-01,2010.292,392.46,392.46,389.89,26.0,,,,,,,,,,
626,491191,246.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,627,344.3,11266.98,11239.63333,-396.1,217.0,2.981542,2010-05-01,2010.375,393.0,393.0,389.88,28.0,,,,,,,,,,
627,491959,243.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,628,344.85,11286.99,11259.3,-392.0,217.6,2.95068,2010-06-01,2010.458,392.15,392.15,389.89,28.0,,,,,,,,,,
628,492738,239.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,629,345.4,11307.21,11280.03333,-397.7,216.7,2.879899,2010-07-01,2010.542,390.2,390.2,389.72,29.0,,,,,,,,,,
629,493507,239.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,630,345.95,11327.94,11300.76667,-398.9,216.5,2.906191,2010-08-01,2010.625,388.35,388.35,390.01,26.0,,,,,,,,,,
630,494311,238.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,631,346.5,11348.46,11321.5,-394.7,217.2,3.263823,2010-09-01,2010.708,386.85,386.85,390.14,29.0,,,,,,,,,,
631,495085,238.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,632,347.05,11366.75,11340.23333,-386.8,218.5,3.265142,2010-10-01,2010.792,387.24,387.24,390.53,31.0,,,,,,,,,,
632,495853,237.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,633,347.6,11385.03,11358.96667,-385.8,218.6,3.312884,2010-11-01,2010.875,388.67,388.67,390.79,28.0,,,,,,,,,,
633,496608,236.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,634,348.15,11403.05,11377.7,-387.9,218.3,3.352625,2010-12-01,2010.958,389.79,389.79,390.6,29.0,,,,,,,,,,
634,497366,236.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,635,348.7,11420.86,11397.26667,-390.7,217.8,3.354155,2011-01-01,2011.042,391.33,391.33,391.03,29.0,,,,,,,,,,
635,498104,232.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,636,349.25,11438.66,11416.83333,-402.0,216.0,2.939215,2011-02-01,2011.125,391.86,391.86,390.94,28.0,,,,,,,,,,
636,498865,230.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,637,349.8,11458.97,11436.4,-392.6,217.5,2.93463,2011-03-01,2011.208,392.6,392.6,391.07,29.0,,,,,,,,,,
637,499610,230.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,638,350.35,11479.32,11455.66667,-390.8,217.8,3.202496,2011-04-01,2011.292,393.25,393.25,390.63,28.0,,,,,,,,,,
638,500363,228.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,639,350.9,11497.97,11474.93333,-394.6,217.2,3.333194,2011-05-01,2011.375,394.19,394.19,391.02,30.0,,,,,,,,,,
639,501130,230.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,640,351.45,11515.88,11494.2,-381.0,219.4,3.320589,2011-06-01,2011.458,393.73,393.73,391.44,28.0,,,,,,,,,,
640,501866,231.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,641,352.0,11533.87,11513.23333,-382.1,219.2,3.248494,2011-07-01,2011.542,392.51,392.51,392.04,26.0,,,,,,,,,,
641,502625,232.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,642,352.55,11552.26,11532.26667,-399.5,216.4,3.24986,2011-08-01,2011.625,390.13,390.13,391.83,27.0,,,,,,,,,,
642,503375,232.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,643,353.1,11570.64,11551.3,-393.5,217.4,3.059446,2011-09-01,2011.708,389.08,389.08,392.4,26.0,,,,,,,,,,
643,504083,234.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,644,353.65,11590.17,11571.83333,-398.4,216.5,2.98099,2011-10-01,2011.792,389.0,389.0,392.33,31.0,,,,,,,,,,
644,504777,233.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,645,354.2,11610.21,11592.36667,-393.4,217.4,3.102726,2011-11-01,2011.875,390.28,390.28,392.44,28.0,,,,,,,,,,
645,505516,235.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,646,354.75,11629.47,11612.9,-390.9,217.8,3.330556,2011-12-01,2011.958,391.86,391.86,392.66,28.0,,,,,,,,,,
646,506287,236.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,647,355.3,11647.41,11631.5,-386.1,218.6,3.332003,2012-01-01,2012.042,393.12,393.12,392.89,30.0,,,,,,,,,,
647,507011,238.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,648,355.85,11665.35,11650.1,-387.8,218.3,3.488994,2012-02-01,2012.125,393.86,393.86,393.04,26.0,,,,,,,,,,
648,507714,237.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,649,356.4,11682.49,11668.7,-383.8,218.9,3.52145,2012-03-01,2012.208,394.4,394.4,392.8,30.0,,,,,,,,,,
649,508476,240.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,650,356.95,11699.46,11687.33333,-386.9,218.4,3.430647,2012-04-01,2012.292,396.18,396.18,393.43,29.0,,,,,,,,,,
650,509247,233.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,651,357.5,11716.89,11705.96667,-393.0,217.4,3.060207,2012-05-01,2012.375,396.74,396.74,393.54,30.0,,,,,,,,,,
651,510008,236.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,652,358.05,11736.43,11724.6,-396.6,216.8,3.06135,2012-06-01,2012.458,395.71,395.71,393.45,28.0,,,,,,,,,,
652,510765,235.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,653,358.6,11755.96,11745.33333,-394.1,217.2,3.026353,2012-07-01,2012.542,394.36,394.36,393.92,26.0,,,,,,,,,,
653,511515,242.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,654,359.15,11775.73,11766.06667,-395.5,217.0,3.020542,2012-08-01,2012.625,392.39,392.39,394.17,30.0,,,,,,,,,,
654,512269,238.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,655,359.7,11795.52,11786.8,-395.4,217.0,3.079886,2012-09-01,2012.708,391.11,391.11,394.54,27.0,,,,,,,,,,
655,512997,239.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,656,360.25,11814.94,11806.83333,-389.6,218.0,3.139394,2012-10-01,2012.792,391.05,391.05,394.41,28.0,,,,,,,,,,
656,513724,241.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,657,360.8,11834.0,11826.86667,-394.8,217.1,3.149776,2012-11-01,2012.875,392.98,392.98,395.02,29.0,,,,,,,,,,
657,514429,243.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,658,361.35,11853.0,11846.9,-388.3,218.2,3.224756,2012-12-01,2012.958,394.34,394.34,395.04,29.0,,,,,,,,,,
658,515113,247.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,659,361.9,11871.56,11866.43333,-394.8,217.1,3.225863,2013-01-01,2013.042,395.55,395.55,395.4,28.0,,,,,,,,,,
659,515771,246.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,660,362.45,11890.1,11885.96667,-387.9,218.2,3.183249,2013-02-01,2013.125,396.8,396.8,396.01,25.0,,,,,,,,,,
660,516417,245.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,661,363.0,11908.9,11905.5,-396.1,216.9,3.162958,2013-03-01,2013.208,397.43,397.43,395.84,30.0,,,,,,,,,,
661,517069,245.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,662,363.55,11927.82,11925.73333,-391.3,217.7,3.180248,2013-04-01,2013.292,398.41,398.41,395.53,22.0,,,,,,,,,,
662,517706,247.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,663,364.1,11946.65,11945.96667,-393.6,217.3,3.228159,2013-05-01,2013.375,399.78,399.78,396.4,28.0,,,,,,,,,,
663,518334,245.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,664,364.65,11965.2,11966.2,-387.8,218.3,3.229052,2013-06-01,2013.458,398.61,398.61,396.28,26.0,,,,,,,,,,
664,518965,243.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,665,365.2,11983.74,11987.36667,-396.1,216.9,2.848153,2013-07-01,2013.542,397.32,397.32,396.92,21.0,,,,,,,,,,
665,520892,241.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,666,365.75,12004.76,12008.53333,-403.2,215.7,2.778008,2013-08-01,2013.625,395.2,395.2,397.08,27.0,,,,,,,,,,
666,521552,236.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,667,366.3,12026.32,12029.7,-399.4,216.3,2.772779,2013-09-01,2013.708,393.45,393.45,396.99,27.0,,,,,,,,,,
667,522216,235.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,668,366.85,12047.92,12052.43333,-400.8,216.1,2.771075,2013-10-01,2013.792,393.7,393.7,397.04,28.0,,,,,,,,,,
668,522923,233.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,669,367.4,12069.53,12075.16667,-399.4,216.3,2.771574,2013-11-01,2013.875,395.16,395.16,397.15,30.0,,,,,,,,,,
669,523666,230.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,670,367.95,12091.15,12097.9,-400.9,216.1,2.772042,2013-12-01,2013.958,396.84,396.84,397.59,30.0,,,,,,,,,,
670,524409,227.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,671,368.5,12112.76,12121.16667,-399.2,216.4,2.700716,2014-01-01,2014.042,397.85,397.85,397.55,31.0,,,,,,,,,,
671,525164,224.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,672,369.05,12134.95,12144.43333,-404.9,215.4,2.616959,2014-02-01,2014.125,398.01,398.01,397.21,26.0,,,,,,,,,,
672,525908,222.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,673,369.6,12157.84,12167.7,-404.0,215.6,2.68308,2014-03-01,2014.208,399.77,399.77,398.24,24.0,,,,,,,,,,
673,526661,221.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,674,370.15,12180.18,12190.86667,-398.2,216.5,2.774874,2014-04-01,2014.292,401.38,401.38,398.49,28.0,,,,,,,,,,
674,527454,220.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,675,370.7,12201.78,12214.03333,-400.0,216.2,2.742724,2014-05-01,2014.375,401.78,401.78,398.37,22.0,,,,,,,,,,
675,528262,220.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,676,371.25,12223.64,12237.2,-399.8,216.3,2.674746,2014-06-01,2014.458,401.25,401.25,398.93,28.0,,,,,,,,,,
676,528747,214.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,677,371.8,12246.06,12261.4,-406.2,215.2,2.643889,2014-07-01,2014.542,399.1,399.1,398.67,25.0,,,,,,,,,,
677,529101,211.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,678,372.35,12268.74,12285.6,-403.5,215.6,2.564628,2014-08-01,2014.625,397.03,397.03,398.92,21.0,,,,,,,,,,
678,529640,204.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,679,372.9,12292.12,12309.8,-405.5,215.3,2.477587,2014-09-01,2014.708,395.38,395.38,398.97,21.0,,,,,,,,,,
679,530016,200.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,680,373.45,12316.33,12335.83333,-414.8,213.8,2.300849,2014-10-01,2014.792,396.03,396.03,399.43,24.0,,,,,,,,,,
680,530685,195.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,681,374.0,12342.4,12361.86667,-406.2,215.2,2.38193,2014-11-01,2014.875,397.28,397.28,399.36,27.0,,,,,,,,,,
681,531035,193.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,682,374.55,12367.59,12387.9,-405.8,215.3,2.463216,2014-12-01,2014.958,398.91,398.91,399.64,29.0,,,,,,,,,,
682,531662,190.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,683,375.1,12391.95,12413.06667,-410.9,214.4,2.498832,2015-01-01,2015.042,399.98,399.98,399.69,30.0,,,,,,,,,,
683,532119,199.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,684,375.65,12415.97,12438.23333,-403.7,215.6,2.51845,2015-02-01,2015.125,400.28,400.28,399.51,27.0,,,,,,,,,,
