,modern_tempature_source,modern_temperature_year,modern_mean_temperature,bag,ztop,EDC3béta,historical_temp_year,deutfinal,historical_temp_kelvin,acc-EDC3beta,modern_co2_Date,modern_co2_Decimal_Date,modern_co2_Average,modern_co2_Interpolated,modern_co2_Trend,modern_co2_Number_of_Days,historical_EDC3_gas_year,historical_co2_ppmv,historical_study_source,ch4_year,ch4_month,ch4_decimal_date,ch4_average,ch4_average_unc,ch4_trend,ch4_trend_unc,irish_rainfall_year,irish_rainfall_month,median_monthly_rainfall,irish_rainfall_date
260,GCAG,1886,-0.2003,261,143.0,3906.291,3945.053333,-398.5,217.0,2.795,1979-11-01,1979.875,335.31,335.31,337.57,27,133069,223.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,2005,3,2005.208,1775.45,1.01,1774.08,0.59,1732,9,111.3,1732-09-01
261,GISTEMP,1886,-0.31,262,143.55,3926.29,3964.41,-396.5,217.3,2.797,1979-12-01,1979.958,336.81,336.81,337.79,22,133105,220.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,2005,4,2005.292,1774.58,0.9,1774.06,0.61,1732,10,130.4,1732-10-01
262,GCAG,1885,-0.2125,263,144.1,3946.279,3983.956667,-397.8,217.1,2.848,1980-01-01,1980.042,337.9,337.9,338.09,29,133427,210.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,2005,5,2005.375,1772.25,0.76,1774.1,0.62,1732,11,55.1,1732-11-01
263,GISTEMP,1885,-0.32,264,144.65,3965.551,4003.503333,-392.9,217.9,2.848,1980-02-01,1980.125,338.34,338.34,337.82,26,134123,208.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,2005,6,2005.458,1768.53,1.04,1774.18,0.64,1732,12,119.2,1732-12-01
264,GCAG,1884,-0.2009,265,145.2,3985.184,4023.05,-398.7,216.9,2.864,1980-03-01,1980.208,340.01,340.01,338.43,25,134287,203.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,2005,7,2005.542,1766.25,0.9,1774.3,0.65,1733,1,149.0,1733-01-01
265,GISTEMP,1884,-0.28,266,145.75,4004.712,4041.94,-398.9,216.9,2.881,1980-04-01,1980.292,340.93,340.93,338.3,24,134960,204.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,2005,8,2005.625,1768.04,1.06,1774.43,0.66,1733,2,127.2,1733-02-01
266,GCAG,1883,-0.1424,267,146.3,4023.769,4060.83,-390.6,218.3,2.881,1980-05-01,1980.375,341.48,341.48,338.43,25,135114,200.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,2005,9,2005.708,1773.07,1.22,1774.55,0.67,1733,3,93.3,1733-03-01
267,GISTEMP,1883,-0.21,268,146.85,4043.189,4079.72,-390.4,218.3,2.902,1980-06-01,1980.458,341.33,341.33,338.84,22,135207,198.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,2005,10,2005.792,1778.48,1.27,1774.65,0.66,1733,4,61.8,1733-04-01
268,GCAG,1882,-0.0648,269,147.4,4062.473,4098.75,-402.3,216.4,2.904,1980-07-01,1980.542,339.4,339.4,338.54,21,135603,198.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,2005,11,2005.875,1781.25,0.94,1774.73,0.65,1733,5,23.0,1733-05-01
269,GISTEMP,1882,-0.1,270,147.95,4081.742,4117.78,-389.9,218.4,2.909,1980-08-01,1980.625,337.7,337.7,339.12,17,135883,201.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,2005,12,2005.958,1780.26,1.32,1774.77,0.64,1733,6,60.6,1733-06-01
270,GCAG,1881,-0.0628,271,148.5,4100.982,4136.81,-390.3,218.3,2.923,1980-09-01,1980.708,336.19,336.19,339.33,17,136011,200.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,2006,1,2006.042,1779.51,0.98,1774.78,0.62,1733,7,49.7,1733-07-01
271,GISTEMP,1881,-0.12,272,149.05,4119.779,4156.106667,-398.8,216.9,2.923,1980-10-01,1980.792,336.15,336.15,339.42,25,136251,202.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,2006,2,2006.125,1779.48,1.01,1774.76,0.6,1733,8,116.3,1733-08-01
272,GCAG,1880,-0.1148,273,149.6,4138.935,4175.403333,-397.8,217.1,2.913,1980-11-01,1980.875,337.27,337.27,339.42,24,136567,195.8,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,2006,3,2006.208,1777.39,0.8,1774.74,0.58,1733,9,111.5,1733-09-01
273,GISTEMP,1880,-0.2,274,150.15,4158.16,4194.7,-394.9,217.6,2.909,1980-12-01,1980.958,338.32,338.32,339.26,19,136655,201.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,2006,4,2006.292,1776.11,0.62,1774.71,0.57,1733,10,94.5,1733-10-01
